,freq,fake,reliable,idf_weight,fakeness_score 
sector,"(140, 215)","(1.012105663831304, 224.29769153804756)","(0.2657312925170068, 39.70681811990956)",3.5677243325574692,-0.981036244096843
islam,"(61, 215)","(0.39604134671659724, 212.71424267927515)","(0.9300595238095237, 258.09431777941217)",4.388447202476804,0.106266365369174
district,"(126, 215)","(0.7700803963933835, 183.22910012967264)","(2.790178571428571, 813.989771458146)",3.672219013220829,0.9380115665840572
expert,"(165, 214)","(1.1881240401497917, 222.19160992736167)","(0.39859693877551017, 59.56022717986434)",3.4046031747969883,-0.8776093495909101
gop,"(106, 214)","(0.7774144954066539, 225.35073234339052)","(0.0, 0.0)",3.8434302139625345,-1.0
worst,"(162, 214)","(1.1441194460701698, 219.03248751133282)","(0.7971938775510203, 119.12045435972868)",3.422829681789269,-0.396402895336331
labor,"(117, 214)","(0.8434213865260867, 222.19160992736167)","(0.2657312925170068, 59.56022717986434)",3.745661468212921,-0.8776093495909101
site,"(160, 214)","(1.15145354508344, 221.13856912201874)","(0.39859693877551017, 79.41363623981913)",3.4351679012333087,-0.7125382949852372
field,"(154, 214)","(1.0707784559374667, 213.7672834846181)","(1.0629251700680271, 218.3874996595026)",3.473123121233744,0.010806228747227697
asia,"(118, 213)","(0.8360872875128164, 220.08552831667578)","(0.5314625850340136, 79.41363623981913)",3.737229715054983,-0.7092589238205459
statu,"(168, 213)","(1.1881240401497917, 217.9794467059899)","(0.7971938775510203, 119.12045435972868)",3.386702935511703,-0.39267086190524214
gone,"(187, 213)","(1.2834673273223058, 209.55512026324632)","(1.5943877551020407, 277.94772683936696)",3.2802194551092527,0.16175199831820275
core,"(131, 213)","(0.9387646736986008, 221.13856912201874)","(0.39859693877551017, 59.56022717986434)",3.633633979887958,-0.8755620405023686
overal,"(170, 212)","(1.173455842123251, 212.71424267927515)","(1.328656462585034, 198.53409059954782)",3.37494501051809,-0.0356969598038227
thursday,"(147, 212)","(0.9534328717251415, 202.1838346258457)","(2.2587159863945576, 397.06818119909565)",3.519305470142484,0.4478026521412326
specif,"(185, 212)","(1.2981355253488465, 214.82032428996104)","(1.0629251700680271, 158.82727247963825)",3.2909090277680324,-0.1744670329344945
consumpt,"(89, 212)","(0.6380666141545177, 221.13856912201874)","(0.2657312925170068, 39.70681811990956)",4.0162730268019455,-0.9794819317133686
ga,"(102, 211)","(0.7407440003403022, 220.08552831667578)","(0.1328656462585034, 39.70681811990956)",3.881493800393323,-0.9789363121093365
moor,"(44, 211)","(0.27869576250427214, 206.39599784721747)","(0.7971938775510203, 297.8011358993217)",4.708310944907605,0.21788199958041088
path,"(154, 211)","(1.1074489510038181, 217.9794467059899)","(0.39859693877551017, 79.41363623981913)",3.473123121233744,-0.7026070729444414
agre,"(168, 211)","(1.100114851990548, 200.0777530151598)","(2.391581632653061, 416.9215902590504)",3.386702935511703,0.49442403381722744
season,"(122, 211)","(0.8214190894862757, 204.28991623653158)","(1.328656462585034, 337.5079540192313)",3.70419615822583,0.31496835966664705
meant,"(167, 211)","(1.1587876440967104, 208.50207945790336)","(1.1957908163265305, 258.09431777941217)",3.3926341510016678,0.1183675397445687
scientif,"(117, 211)","(0.828753188499546, 213.7672834846181)","(0.5314625850340136, 158.82727247963825)",3.745661468212921,-0.17125104033105387
shown,"(170, 211)","(1.1587876440967104, 208.50207945790336)","(1.5943877551020407, 258.09431777941217)",3.37494501051809,0.1183675397445687
fair,"(149, 211)","(1.0561102579109258, 215.873365095304)","(0.664328231292517, 119.12045435972868)",3.505891452776821,-0.3851679424017852
spent,"(177, 210)","(1.2027922381763323, 207.44903865256043)","(1.727253401360544, 258.09431777941217)",3.3348480011206214,0.12146411081018371
understand,"(173, 210)","(1.2101263371896027, 210.60816106858925)","(1.0629251700680271, 198.53409059954782)",3.3575633446420943,-0.030398684628627715
trend,"(144, 209)","(1.0487761588976556, 217.9794467059899)","(0.1328656462585034, 39.70681811990956)",3.5397700315260954,-0.9778016518810819
yield,"(74, 209)","(0.5427233269820037, 220.08552831667578)","(0.0, 0.0)",4.198372632646149,-1.0
surveil,"(111, 209)","(0.8140849904730054, 220.08552831667578)","(0.0, 0.0)",3.7978018613381233,-1.0
mile,"(118, 209)","(0.8580895845526273, 217.9794467059899)","(0.1328656462585034, 39.70681811990956)",3.737229715054983,-0.9778016518810819
environ,"(162, 209)","(1.1441194460701698, 213.7672834846181)","(0.7971938775510203, 119.12045435972868)",3.422829681789269,-0.37761375574631884
increas,"(174, 209)","(1.2614650302824948, 216.92640590064693)","(0.2657312925170068, 59.56022717986434)",3.351835952124431,-0.867049192497966
21,"(168, 208)","(1.1807899411365215, 209.55512026324632)","(0.9300595238095237, 178.68068153959302)",3.386702935511703,-0.08618125226060369
earn,"(82, 208)","(0.6013961190881661, 219.03248751133282)","(0.0, 0.0)",4.097148489554835,-1.0
certif,"(157, 208)","(1.1367853470568994, 216.92640590064693)","(0.2657312925170068, 39.70681811990956)",3.4539654472008112,-0.9772118644090665
democraci,"(93, 208)","(0.6527348121810584, 211.6612018739322)","(0.5314625850340136, 138.97386341968348)",3.9728351448249035,-0.25571147403142
extrem,"(148, 207)","(1.012105663831304, 205.34295704187454)","(1.328656462585034, 238.24090871945737)",3.5125759696455447,0.07993399392183953
discuss,"(162, 207)","(1.15145354508344, 210.60816106858925)","(0.664328231292517, 138.97386341968348)",3.422829681789269,-0.2521671605461273
race,"(133, 207)","(0.9094282776455196, 207.44903865256043)","(1.1957908163265305, 198.53409059954782)",3.618607401128605,-0.02244816079571288
arm,"(111, 207)","(0.8067508914597351, 215.873365095304)","(0.1328656462585034, 39.70681811990956)",3.7978018613381233,-0.9766065922305073
door,"(124, 207)","(0.8800918815924383, 213.7672834846181)","(0.5314625850340136, 79.41363623981913)",3.688079773943372,-0.6889269441639246
doubt,"(167, 206)","(1.1587876440967104, 206.39599784721747)","(1.1957908163265305, 198.53409059954782)",3.3926341510016678,-0.01979730534475188
bomb,"(101, 206)","(0.6967394062606803, 208.50207945790336)","(0.7971938775510203, 158.82727247963825)",3.8912404662456175,-0.15511757187228092
primari,"(152, 206)","(1.0854466539640073, 212.71424267927515)","(0.5314625850340136, 79.41363623981913)",3.4861018887525996,-0.6854276919889447
corrupt,"(120, 206)","(0.8800918815924383, 216.92640590064693)","(0.0, 0.0)",3.720576540857191,-1.0
discov,"(169, 205)","(1.2027922381763323, 210.60816106858925)","(0.664328231292517, 99.26704529977391)",3.3808066920144215,-0.5085826996117199
texa,"(119, 205)","(0.7920826934331945, 193.75950818310213)","(1.4615221088435373, 416.9215902590504)",3.7288684623302997,0.5196600200824355
youv,"(144, 205)","(0.9974374658047633, 204.28991623653158)","(1.0629251700680271, 218.3874996595026)",3.5397700315260954,0.03449017914316599
2013,"(136, 205)","(0.9534328717251415, 207.44903865256043)","(0.7971938775510203, 158.82727247963825)",3.5964826048479686,-0.15188063384395678
cycl,"(95, 205)","(0.6820712082341397, 209.55512026324632)","(0.2657312925170068, 119.12045435972868)",3.9518038754399907,-0.3623542676150374
fell,"(140, 205)","(1.0047715648180338, 212.71424267927515)","(0.39859693877551017, 59.56022717986434)",3.5677243325574692,-0.8579980693221095
patient,"(78, 204)","(0.5133869309289223, 200.0777530151598)","(1.0629251700680271, 277.94772683936696)",4.146480316642629,0.19217950922231775
14,"(162, 204)","(1.0781125549507369, 194.81254898844506)","(1.9929846938775508, 377.21477213914085)",3.422829681789269,0.4367017462509559
iranian,"(60, 204)","(0.4253777427696785, 211.6612018739322)","(0.2657312925170068, 59.56022717986434)",4.404681325238688,-0.8556479302229665
code,"(126, 204)","(0.9167623766587899, 210.60816106858925)","(0.1328656462585034, 79.41363623981913)",3.672219013220829,-0.6783332154631145
ceo,"(122, 204)","(0.828753188499546, 203.23687543118865)","(1.1957908163265305, 218.3874996595026)",3.70419615822583,0.037256063494537583
heaven,"(90, 204)","(0.5940620200748958, 203.23687543118865)","(1.1957908163265305, 218.3874996595026)",4.005235387150325,0.037256063494537583
enemi,"(124, 204)","(0.8654236835658976, 201.13079382050273)","(0.7971938775510203, 258.09431777941217)",3.688079773943372,0.1406691429283098
legisl,"(126, 204)","(0.850755485539357, 189.54734496173035)","(1.328656462585034, 476.48181743891473)",3.672219013220829,0.6392437827512982
ongo,"(162, 203)","(1.15145354508344, 207.44903865256043)","(0.664328231292517, 119.12045435972868)",3.422829681789269,-0.3546503715491106
model,"(135, 203)","(0.9314305746853305, 204.28991623653158)","(1.0629251700680271, 178.68068153959302)",3.6038032817588173,-0.07153959252001774
numer,"(169, 203)","(1.173455842123251, 204.28991623653158)","(1.1957908163265305, 178.68068153959302)",3.3808066920144215,-0.07153959252001774
none,"(174, 203)","(1.2101263371896027, 204.28991623653158)","(1.1957908163265305, 178.68068153959302)",3.351835952124431,-0.07153959252001774
commiss,"(130, 202)","(0.894760079618979, 199.02471220981684)","(1.0629251700680271, 258.09431777941217)",3.6412328006465833,0.14731784571430206
bottom,"(134, 202)","(0.9534328717251415, 204.28991623653158)","(0.5314625850340136, 158.82727247963825)",3.611177946450084,-0.14215051855266758
jewish,"(89, 202)","(0.5867279210616255, 183.22910012967264)","(1.1957908163265305, 555.8954536787339)",4.0162730268019455,0.7686176342363484
pictur,"(161, 201)","(1.1441194460701698, 205.34295704187454)","(0.664328231292517, 119.12045435972868)",3.428979762674607,-0.3468980189810842
murder,"(114, 201)","(0.7920826934331945, 201.13079382050273)","(0.7971938775510203, 198.53409059954782)",3.7713918756884004,-0.0065395977978578435
destroy,"(137, 201)","(0.9827692677782227, 208.50207945790336)","(0.39859693877551017, 59.56022717986434)",3.589215131000991,-0.848380796541687
conflict,"(134, 201)","(0.9387646736986008, 205.34295704187454)","(0.7971938775510203, 119.12045435972868)",3.611177946450084,-0.3468980189810842
larger,"(162, 201)","(1.1367853470568994, 204.28991623653158)","(0.9300595238095237, 138.97386341968348)",3.422829681789269,-0.23076184829179858
wouldnt,"(167, 201)","(1.1294512480436292, 196.91863059913095)","(1.727253401360544, 277.94772683936696)",3.3926341510016678,0.20288788258985302
success,"(152, 201)","(1.0707784559374667, 205.34295704187454)","(0.7971938775510203, 119.12045435972868)",3.4861018887525996,-0.3468980189810842
pacif,"(101, 200)","(0.7407440003403022, 210.60816106858925)","(0.0, 0.0)",3.8912404662456175,-1.0
size,"(158, 200)","(1.1221171490303588, 205.34295704187454)","(0.664328231292517, 99.26704529977391)",3.4476602560724965,-0.48865789673846904
socal,"(161, 199)","(1.1294512480436292, 201.13079382050273)","(0.9300595238095237, 158.82727247963825)",3.428979762674607,-0.13239285413230084
indian,"(70, 199)","(0.49871873290238167, 207.44903865256043)","(0.2657312925170068, 39.70681811990956)",4.253105854607043,-0.9711573040682762
reportedli,"(155, 199)","(0.9974374658047633, 185.33518174035856)","(2.5244472789115644, 456.62840837896)",3.466696363894851,0.6242256948681055
hell,"(139, 199)","(0.990103366791493, 201.13079382050273)","(0.5314625850340136, 158.82727247963825)",3.574836738073276,-0.13239285413230084
sp,"(83, 199)","(0.6087302181014365, 209.55512026324632)","(0.0, 0.0)",4.085186624437335,-1.0
nextth,"(197, 199)","(1.444817505614253, 209.55512026324632)","(0.0, 0.0)",3.228421237711732,-1.0
q,"(34, 199)","(0.24935936645119083, 209.55512026324632)","(0.0, 0.0)",4.958992060944417,-1.0
believ,"(168, 199)","(1.1147830500170886, 187.44126335104446)","(2.1258503401360542, 416.9215902590504)",3.386702935511703,0.5456312528290892
tell,"(171, 198)","(1.15145354508344, 192.70646737775917)","(1.8601190476190474, 297.8011358993217)",3.369117488198744,0.26611746376632284
mission,"(134, 198)","(0.8800918815924383, 185.33518174035856)","(1.8601190476190474, 436.7749993190052)",3.611177946450084,0.5904379021301549
record,"(123, 198)","(0.9020941786322493, 208.50207945790336)","(0.0, 0.0)",3.696105499205676,-1.0
student,"(103, 197)","(0.6600689111943288, 174.80477368692908)","(1.727253401360544, 615.4556808585983)",3.8718412157953144,0.8511767386802596
option,"(122, 197)","(0.8654236835658976, 193.75950818310213)","(0.5314625850340136, 258.09431777941217)",3.70419615822583,0.164508559166616
april,"(143, 197)","(0.9754351687649524, 192.70646737775917)","(1.328656462585034, 277.94772683936696)",3.5466856884107614,0.21763164526241874
absolut,"(165, 197)","(1.15145354508344, 197.9716714044739)","(1.0629251700680271, 178.68068153959302)",3.4046031747969883,-0.053929370954060696
claim,"(159, 196)","(1.034107960871115, 185.33518174035856)","(2.391581632653061, 397.06818119909565)",3.4413945714135683,0.5162520654229334
host,"(156, 196)","(1.0854466539640073, 194.81254898844506)","(1.0629251700680271, 218.3874996595026)",3.460310646154662,0.06043302403697082
ie,"(127, 196)","(0.9314305746853305, 206.39599784721747)","(0.0, 0.0)",3.664381982513549,-1.0
liber,"(117, 196)","(0.7920826934331945, 183.22910012967264)","(1.1957908163265305, 436.7749993190052)",3.745661468212921,0.5991897863710858
fund,"(129, 196)","(0.8727577825791679, 184.2821409350156)","(1.328656462585034, 416.9215902590504)",3.648889805897778,0.5588810798871553
flow,"(111, 195)","(0.7994167924464648, 203.23687543118865)","(0.2657312925170068, 39.70681811990956)",3.7978018613381233,-0.967981118750531
leadership,"(138, 195)","(0.8580895845526273, 164.27436563349963)","(2.790178571428571, 774.2829533382364)",3.5820000924868403,0.9523707337713692
independ,"(144, 195)","(1.034107960871115, 202.1838346258457)","(0.39859693877551017, 59.56022717986434)",3.5397700315260954,-0.8328309653321503
concern,"(154, 195)","(1.0194397628445744, 183.22910012967264)","(1.9929846938775508, 416.9215902590504)",3.473123121233744,0.5633353789158801
jew,"(65, 195)","(0.4253777427696785, 183.22910012967264)","(0.9300595238095237, 416.9215902590504)",4.3260244445585965,0.5633353789158801
coast,"(97, 194)","(0.6747371092208694, 197.9716714044739)","(0.664328231292517, 119.12045435972868)",3.93120582484492,-0.3193944456715192
19,"(146, 194)","(0.9607669707384118, 179.01693690830086)","(1.9929846938775508, 476.48181743891473)",3.5260805638088457,0.6809208214501652
born,"(117, 194)","(0.7334099013270319, 167.43348804952845)","(2.2587159863945576, 694.8693170984174)",3.745661468212921,0.9178270172473937
possibl,"(168, 194)","(1.2101263371896027, 201.13079382050273)","(0.39859693877551017, 59.56022717986434)",3.386702935511703,-0.8301023962017494
august,"(134, 193)","(0.9314305746853305, 194.81254898844506)","(0.9300595238095237, 158.82727247963825)",3.611177946450084,-0.1128021813775204
franc,"(121, 193)","(0.8800918815924383, 202.1838346258457)","(0.1328656462585034, 19.85340905995478)",3.7123528102995786,-0.9997946490571266
chairman,"(116, 193)","(0.8214190894862757, 199.02471220981684)","(0.5314625850340136, 79.41363623981913)",3.754164920812566,-0.6369882071429857
amend,"(100, 193)","(0.6747371092208694, 190.60038576707328)","(1.0629251700680271, 238.24090871945737)",3.9010830653898116,0.12432827601485474
usual,"(166, 192)","(1.1661217431099806, 194.81254898844506)","(0.9300595238095237, 138.97386341968348)",3.3986007558148894,-0.19823660456617753
failur,"(140, 192)","(0.990103366791493, 196.91863059913095)","(0.664328231292517, 99.26704529977391)",3.5677243325574692,-0.45569386795784084
liter,"(156, 192)","(1.100114851990548, 195.86558979378802)","(0.7971938775510203, 119.12045435972868)",3.460310646154662,-0.3114338491017723
counti,"(104, 192)","(0.6674030102075991, 179.01693690830086)","(1.727253401360544, 436.7749993190052)",3.862280913533332,0.6168637537679258
