type,words
reliable,"{'say': 1, 'becaus': 1, 'of': 3, 'texa': 1, 'lawmak': 1, 'choic': 1, 'hundr': 1, 'thousand': 1, 'women': 1, 'no': 1, 'longer': 1, 'have': 1, 'access': 1, 'to': 1, 'basic': 1, 'medic': 1, 'care': 1, 'lifesav': 1, 'cancer': 1, 'screen': 1, 'and': 1, 'contracept': 1}"
fake,"{'under': 1, 'gov': 1, 'scott': 1, 'walker': 1, 'publicschool': 1, 'budget': 1, 'a': 1, 'student': 1, 'enter': 1, 'kindergarten': 1, 'will': 1, 'not': 1, 'enjoy': 1, 'the': 1, 'same': 1, 'state': 1, 'invest': 1, 'in': 1, 'hi': 1, 'or': 1, 'her': 1, 'educ': 1, 'as': 1, 'those': 1, 'that': 1, 'came': 1, 'befor': 1, 'them': 1, 'until': 1, 'they': 1, 'are': 1, 'graduat': 1, 'from': 1, 'high': 1, 'school': 1}"
fake,"{'ninetyfour': 1, 'percent': 1, 'of': 1, 'small': 1, 'busi': 1, 'will': 1, 'face': 1, 'higher': 1, 'tax': 1, 'under': 1, 'the': 1, 'democrat': 1, 'plan': 1}"
reliable,"{'say': 1, 'obama': 1, 'ha': 2, 'never': 1, 'submit': 1, 'a': 1, 'budget': 1, 'and': 1, 'congress': 1, 'work': 1, 'for': 1, 'two': 1, 'year': 1, 'without': 1, 'pass': 1, 'one': 1}"
fake,"{'in': 2, 'one': 1, 'counti': 1, 'alon': 1, 'ohio': 1, 'presid': 1, 'obama': 1, 'receiv': 1, '<number>': 2, 'vote': 1, 'but': 1, 'there': 1, 'were': 1, 'onli': 1, 'elig': 1, 'voter': 1}"
reliable,"{'everi': 1, 'taxpay': 1, 'owe': 1, 'about': 1, '<cur><number>': 1, 'to': 1, 'pay': 1, 'off': 1, 'the': 1, 'nation': 1, 'debt': 1}"
reliable,"{'rick': 1, 'perri': 1, 'ha': 1, 'becom': 1, 'a': 1, 'millionair': 1, 'on': 1, 'the': 1, 'public': 1, 'payrol': 1}"
fake,"{'say': 1, 'mark': 1, 'begich': 1, 'ha': 1, 'taken': 1, 'campaign': 1, 'cash': 1, 'from': 1, 'the': 1, 'koch': 1, 'while': 1, 'dan': 1, 'sullivan': 1, 'hasnt': 1}"
reliable,"{'i': 2, 'took': 1, 'on': 1, 'the': 4, 'worst': 1, 'road': 2, 'system': 2, 'in': 2, 'countri': 2, 'accord': 1, 'to': 1, 'trucker': 1, 'magazin': 1, 'when': 1, 'left': 1, 'they': 1, 'said': 1, 'it': 1, 'wa': 1, 'most': 1, 'improv': 1}"
fake,"{'say': 1, 'under': 1, 'the': 2, 'new': 1, 'health': 1, 'care': 1, 'law': 1, 'patientdoctor': 1, 'relationship': 1, 'will': 1, 'be': 1, 'elimin': 1}"
reliable,"{'you': 1, 'can': 1, 'go': 1, 'to': 1, 'georgia': 1, 'and': 1, 'make': 1, 'about': 1, '<cur><number>': 1, 'more': 1, 'a': 2, 'year': 1, 'as': 1, 'teacher': 1}"
fake,"{'we': 1, 'have': 1, 'ten': 1, 'differ': 1, 'tax': 2, 'bracket': 2, 'and': 1, 'if': 1, 'your': 2, 'make': 1, '<cur><number>': 1, 'alreadi': 1, 'in': 1, 'the': 1, 'top': 1}"
fake,"{'for': 1, 'the': 1, 'first': 1, 'time': 1, 'sinc': 1, '<number>': 1, 'american': 1, 'manufactur': 1, 'are': 1, 'creat': 1, 'new': 1, 'job': 1}"
fake,"{'household': 1, 'incom': 1, 'in': 2, 'america': 1, 'ha': 1, 'gone': 1, 'down': 1, 'for': 1, 'famili': 1, 'an': 1, 'averag': 1, 'of': 2, '<cur><number>': 2, 'the': 1, 'last': 1, 'four': 1, 'year': 1, 'while': 1, 'it': 1, 'went': 1, 'up': 1, 'under': 1, 'mitt': 1, 'romney': 1, 'when': 1, 'he': 1, 'wa': 1, 'governor': 1, 'massachusett': 1}"
reliable,"{'the': 1, 'averag': 1, 'bonu': 1, 'on': 2, 'wall': 2, 'street': 2, 'is': 1, 'about': 1, '<cur><number>th': 1, 'bonus': 1, 'are': 1, 'down': 1, '<number>': 1, 'percent': 1}"
reliable,"{'say': 1, 'he': 1, 'ha': 1, 'never': 1, 'vote': 1, 'for': 1, 'rais': 1, 'tax': 1}"
reliable,"{'say': 2, 'bill': 1, 'clinton': 1, 'and': 1, 'georg': 1, 'bush': 1, 'both': 1, 'build': 1, 'the': 1, 'keyston': 1, 'xl': 1}"
reliable,"{'austin': 1, 'stop': 1, 'abus': 1, 'for': 1, 'everyon': 1, 'ha': 1, 'seen': 1, 'in': 1, 'it': 1, 'offic': 1, 'sexual': 1, 'assault': 1, 'survivor': 1, 'that': 1, 'report': 1, 'be': 1, 'attack': 1, 'by': 1, 'their': 1, 'rideshar': 1, 'driver': 1, 'at': 1, 'a': 1, 'rate': 1, 'of': 1, 'one': 1, 'per': 1, 'month': 1}"
fake,"{'the': 3, 'afford': 1, 'care': 1, 'act': 1, 'is': 1, 'not': 1, 'law': 1, 'of': 1, 'land': 1}"
reliable,"{'say': 1, 'that': 3, 'republican': 1, 'brag': 1, 'about': 1, 'how': 1, 'everi': 1, 'bill': 1, 'wa': 1, 'go': 1, 'to': 1, 'be': 1, 'paid': 1, 'for': 1, 'right': 1, 'from': 1, 'the': 3, 'begin': 1, 'and': 1, 'first': 1, 'vote': 1, 'repeal': 1, 'of': 1, 'health': 1, 'care': 1, 'reform': 1, 'violat': 1, 'rule': 1}"
reliable,"{'say': 1, 'obama': 1, 'doubl': 1, 'fund': 1, 'for': 1, 'the': 1, 'pell': 1, 'grant': 1}"
reliable,"{'thousand': 1, 'in': 1, 'china': 1, 'owe': 1, 'their': 1, 'job': 1, 'to': 1, 'mitt': 1, 'romney': 1, 'compani': 1}"
reliable,"{'say': 2, 'mitt': 1, 'romney': 1, 'refus': 1, 'to': 1, 'whether': 1, 'hed': 1, 'sign': 1, 'the': 1, 'lilli': 1, 'ledbett': 1, 'bill': 1}"
fake,"{'chri': 1, 'coon': 1, 'ha': 1, 'marxist': 1, 'belief': 1}"
fake,"{'the': 1, 'financi': 1, 'servic': 1, 'regulatori': 1, 'bill': 1, 'will': 1, 'end': 1, 'taxpay': 1, 'bailout': 1}"
fake,"{'less': 1, 'than': 1, '<number>': 1, 'percent': 1, 'of': 1, 'obama': 1, 'cabinet': 1, 'appointe': 1, 'have': 1, 'ani': 1, 'experi': 1, 'in': 1, 'the': 1, 'privat': 1, 'sector': 1}"
reliable,"{'recoverygov': 1, 'list': 1, 'congression': 1, 'district': 1, 'that': 1, 'do': 1, 'not': 1, 'exist': 1}"
reliable,"{'accord': 1, 'to': 2, 'the': 1, 'congression': 1, 'budget': 1, 'offic': 1, 'as': 2, 'mani': 1, '<number>': 1, 'million': 1, 'american': 1, 'could': 1, 'lose': 1, 'their': 1, 'employerbas': 1, 'insur': 1, 'thank': 1, 'obamacar': 1}"
fake,"{'the': 3, 'presid': 1, 'ha': 1, 'said': 1, 'nation': 1, 'secur': 1, 'threat': 1, 'face': 1, 'america': 1, 'top': 1, 'one': 1, 'is': 1, 'global': 1, 'warm': 1}"
reliable,"{'after': 1, 'merg': 1, 'with': 1, 'tim': 1, 'horton': 1, 'of': 2, 'canada': 1, 'burger': 1, 'king': 1, 'is': 1, 'not': 1, 'move': 1, 'our': 2, 'headquart': 1, 'will': 2, 'remain': 1, 'in': 1, 'miami': 1, 'and': 2, 'we': 1, 'continu': 1, 'to': 1, 'pay': 1, 'all': 1, 'feder': 1, 'state': 1, 'local': 1, 'us': 1, 'tax': 1}"
reliable,"{'the': 1, 'economi': 1, 'is': 1, 'too': 1, 'weak': 1, 'to': 1, 'rais': 1, 'incom': 1, 'level': 1}"
reliable,"{'john': 1, 'mccain': 1, 'health': 1, 'care': 2, 'plan': 1, 'wont': 1, 'guarante': 1, 'coverag': 1, 'of': 1, 'cancer': 1, 'screen': 1, 'or': 1, 'matern': 1}"
reliable,"{'say': 1, 'dick': 1, 'cheney': 1, 'support': 1, 'gay': 1, 'marriag': 1, 'soonerthan': 1, 'hillari': 1, 'clinton': 1}"
fake,"{'after': 1, 'the': 3, '<number><number>': 1, 'terrorist': 1, 'attack': 1, 'ground': 1, 'commerci': 1, 'air': 1, 'traffic': 1, 'there': 1, 'wa': 1, 'a': 1, 'temperatur': 1, 'drop': 1, 'while': 1, 'airplan': 1, 'werent': 1, 'fli': 1, 'for': 1, 'week': 1, 'afterward': 1}"
fake,"{'a': 2, 'state': 2, 'report': 1, 'project': 1, 'is': 1, 'that': 1, 'approxim': 1, 'half': 1, 'of': 1, 'public': 1, 'employe': 1, 'would': 1, 'live': 1, 'outsid': 1, 'municip': 1, 'boundari': 1, 'in': 1, 'decad': 1, 'if': 1, 'the': 1, 'ban': 1, 'local': 1, 'resid': 1, 'requir': 1}"
reliable,"{'the': 2, 'annual': 1, 'gross': 1, 'domest': 1, 'product': 1, 'of': 1, 'metro': 1, 'atlanta': 1, 'is': 1, 'bigger': 1, 'than': 1, '<number>': 1, 'state': 1, 'in': 1, 'union': 1}"
reliable,"{'perstud': 1, 'k<number>': 1, 'state': 1, 'fund': 1, 'for': 1, 'portland': 1, 'public': 1, 'school': 3, 'ha': 1, 'dip': 1, 'from': 1, '<cur><number>': 2, 'in': 2, 'the': 2, '<number><number>': 2, 'year': 2, 'to': 1}"
reliable,"{'say': 1, 'russ': 1, 'feingold': 1, 'campaign': 1, 'is': 1, 'power': 1, 'by': 1, 'smalldollar': 1, 'contribut': 1, 'like': 1, 'our': 1}"
reliable,"{'say': 1, 'mitt': 1, 'romney': 1, 'and': 2, 'georg': 1, 'allen': 1, 'would': 1, 'overturn': 1, 'roe': 1, 'v': 1, 'wade': 1, 'allow': 1, 'state': 1, 'to': 1, 'end': 1, 'safe': 1, 'legal': 1, 'abort': 1, 'even': 1, 'in': 1, 'case': 1, 'of': 1, 'rape': 1, 'incest': 1, 'or': 1, 'when': 1, 'a': 1, 'woman': 1, 'life': 1, 'is': 1, 'at': 1, 'risk': 1}"
reliable,"{'in': 1, '<number>': 1, 'charli': 1, 'crist': 1, 'oppos': 1, 'instat': 1, 'tuition': 1, 'for': 1, 'illeg': 1, 'immigr': 1}"
reliable,"{'in': 1, '<number>': 1, 'a': 3, 'student': 1, 'who': 1, 'work': 1, 'minimumwag': 1, 'summer': 1, 'job': 1, 'could': 1, 'afford': 1, 'to': 1, 'pay': 1, 'year': 1, 'full': 1, 'tuition': 1, 'at': 1, 'the': 1, '<number>year': 1, 'public': 1, 'univers': 1, 'of': 1, 'their': 1, 'choic': 1}"
fake,"{'say': 1, 'that': 1, 'sherrod': 1, 'brown': 1, 'vote': 1, 'to': 2, 'cut': 1, 'medicar': 1, 'by': 1, 'over': 1, '<cur><number>': 1, 'billion': 1, 'in': 1, 'order': 1, 'fund': 1, 'governmentrun': 1, 'health': 1, 'care': 1}"
reliable,"{'in': 1, 'wisconsin': 1, '<number>': 2, 'percent': 2, 'of': 2, 'the': 1, 'popul': 1, 'is': 1, 'black': 1, 'yet': 1, 'all': 1, 'state': 1, 'abort': 1, 'are': 1, 'on': 1, 'africanamerican': 1}"
reliable,"{'say': 1, 'rick': 1, 'perri': 1, 'told': 1, 'student': 1, 'he': 1, 'couldnt': 1, 'attend': 1, 'a': 1, 'gubernatori': 1, 'forum': 2, 'due': 1, 'to': 1, 'schedul': 1, 'conflict': 1, 'then': 1, 'on': 1, 'day': 1, 'tweet': 1, 'that': 1, 'hed': 1, 'just': 1, 'been': 1, 'run': 1, 'with': 1, 'hi': 1, 'dog': 1}"
reliable,"{'fred': 1, 'never': 1, 'had': 1, 'a': 2, '<number>': 2, 'percent': 1, 'record': 2, 'on': 1, 'righttolif': 1, 'in': 1, 'hi': 1, 'senat': 1, 'career': 1, 'the': 3, 'reflect': 1, 'that': 2, 'and': 1, 'he': 1, 'doesnt': 1, 'support': 1, 'human': 1, 'life': 1, 'amend': 1, 'which': 1, 'is': 1, 'most': 1, 'amaz': 1, 'becaus': 1, 'been': 1, 'part': 1, 'of': 1, 'republican': 1, 'platform': 1, 'sinc': 1}"
reliable,"{'in': 1, '<number>': 1, 'school': 1, 'board': 1, 'sent': 1, 'home': 1, 'letter': 1, 'with': 1, 'children': 1, 'say': 1, 'that': 1, 'if': 1, 'al': 1, 'smith': 1, 'is': 1, 'elect': 1, 'presid': 1, 'you': 1, 'will': 1, 'not': 1, 'be': 1, 'allow': 1, 'to': 1, 'have': 1, 'or': 1, 'read': 1, 'a': 1, 'bibl': 1}"
fake,"{'usual': 1, 'it': 1, 'about': 2, '<cur><number>': 2, 'a': 2, 'month': 2, 'to': 2, 'get': 1, 'health': 1, 'coverag': 1, 'florida': 1, 'program': 1, 'ha': 1, 'reduc': 1, 'that': 1, 'on': 1, 'averag': 1}"
fake,"{'on': 1, 'samesex': 1, 'marriag': 1}"
reliable,"{'ohio': 1, 'judg': 1, 'compar': 1, 'to': 1, 'other': 1, 'similar': 1, 'state': 1, 'are': 1, 'be': 1, 'woefulli': 1, 'underpaid': 1}"
fake,"{'louisiana': 1, 'sen': 1, 'mari': 1, 'landrieu': 1, 'receiv': 1, 'almost': 1, '<cur><number>': 1, 'million': 1, 'from': 1, 'bp': 1, 'over': 1, 'the': 1, 'last': 1, 'decad': 1}"
fake,"{'compar': 1, 'to': 1, 'presid': 1, 'obamapresid': 1, 'reagan': 2, 'rush': 1, 'home': 1, 'from': 2, 'santa': 1, 'barbara': 1, 'vacat': 1, 'the': 4, 'ranch': 1, 'when': 1, 'korean': 1, 'jetlin': 1, 'wa': 1, 'shot': 1, 'out': 1, 'of': 1, 'air': 1, 'by': 1, 'russian': 1}"
fake,"{'american': 1, 'increasingli': 1, 'want': 1, 'the': 1, 'afford': 1, 'care': 1, 'act': 1, 'to': 1, 'be': 1, 'repeal': 1}"
reliable,"{'i': 1, 'support': 1, 'tort': 1, 'reform': 1, 'with': 1, 'regard': 1, 'to': 1, 'securitiesproduct': 1, 'liabilityinterst': 1, 'commerc': 1}"
fake,"{'say': 1, 'state': 1, 'sen': 1, 'morgan': 1, 'carrol': 1, 'vote': 1, 'made': 1, 'it': 1, 'easier': 1, 'to': 1, 'sue': 1, 'doctor': 1, 'small': 1, 'busi': 1, 'even': 1, 'nurs': 1, 'put': 1, 'her': 1, 'own': 1, 'shadi': 1, 'interest': 1, 'first': 1}"
fake,"{'say': 1, 'the': 1, 'vaccin': 1, 'to': 1, 'prevent': 1, 'hpv': 1, 'can': 1, 'caus': 1, 'mental': 1, 'retard': 1}"
reliable,"{'a': 1, 'far': 1, 'differ': 1, 'pictur': 1, 'from': 1, 'the': 1, 'prior': 1, 'eight': 1, 'year': 1, 'which': 1, 'saw': 1, '<number>': 1, 'increas': 1, 'in': 1, 'tax': 1, 'and': 1, 'fee': 1}"
reliable,"{'mexico': 1, 'receiv': 1, 'approxim': 1, '<cur><number>': 1, 'billion': 1, 'a': 1, 'year': 1, 'in': 2, 'remitt': 1, 'from': 2, 'mexican': 1, 'nation': 1, 'work': 1, 'the': 2, 'unit': 1, 'state': 1, 'major': 1, 'of': 1, 'that': 1, 'amount': 1, 'come': 1, 'illeg': 1, 'alien': 1}"
reliable,"{'there': 1, 'a': 1, 'big': 1, 'chunk': 1, 'of': 1, 'the': 1, 'countri': 1, 'that': 2, 'think': 1, 'i': 1, 'have': 1, 'been': 1, 'too': 1, 'soft': 1, 'on': 1, 'wall': 1, 'street': 1}"
reliable,"{'the': 3, 'congression': 1, 'budget': 1, 'offic': 2, 'a': 1, 'nonpartisan': 1, 'did': 1, 'an': 1, 'analysi': 1, 'and': 1, 'said': 1, 'that': 1, 'pass': 1, 'comprehens': 1, 'immigr': 1, 'reform': 1, 'will': 1, 'reduc': 1, 'feder': 1, 'deficit': 1, 'by': 1, '<cur><number>': 1, 'billion': 1, 'over': 1, 'next': 1, 'decad': 1}"
fake,"{'barack': 1, 'obama': 1, 'oppos': 1, 'a': 1, 'bill': 1, 'that': 1, 'would': 1, 'have': 1, 'save': 1, 'gianna': 1, 'jessen': 1, 'life': 1}"
fake,"{'in': 1, '<number>': 1, 'former': 1, 'feder': 1, 'reserv': 1, 'chairman': 1, 'alan': 1, 'greenspan': 1, 'justifi': 1, 'increas': 1, 'spend': 1, 'and': 1, 'cut': 1, 'tax': 1, 'say': 1, 'that': 1, 'we': 1, 'didnt': 1, 'realli': 1, 'need': 1, 'to': 1, 'pay': 1, 'down': 1, 'the': 1, 'debt': 1}"
reliable,"{'dekalb': 1, 'counti': 1, 'ha': 1, 'been': 1, 'recogn': 1, 'in': 2, 'recent': 1, 'year': 1, 'as': 1, 'have': 1, 'one': 1, 'the': 2, 'best': 1, 'sheriff': 1, 'depart': 1, 'nation': 1}"
fake,"{'say': 1, 'joe': 1, 'strau': 1, 'wa': 1, 'coauthor': 1, 'of': 1, 'a': 1, 'bill': 1, 'that': 1, 'would': 1, 'have': 1, 'allow': 1, 'plan': 1, 'parenthood': 1, 'to': 1, 'control': 1, 'public': 1, 'school': 1, 'sex': 1, 'educ': 1}"
fake,"{'say': 1, 'glenn': 1, 'nye': 1, 'vote': 1, 'in': 1, 'lock': 1, 'step': 1, 'with': 1, 'nanci': 1, 'pelosi': 1, '<number>': 1, 'percentof': 1, 'the': 1, 'time': 1}"
fake,"{'i': 1, 'dont': 1, 'think': 1, 'the': 2, 'argument': 1, 'can': 1, 'be': 1, 'credibl': 1, 'made': 1, 'that': 1, 'unit': 1, 'state': 1, 'of': 1, 'america': 1, 'is': 1, 'undertax': 1, 'compar': 1, 'to': 1, 'our': 1, 'competitor': 1}"
reliable,"{'say': 1, 'hi': 1, 'elect': 1, 'propos': 1, 'would': 1, 'allow': 1, 'a': 1, 'potenti': 1, 'of': 2, '<number>': 1, 'hour': 1, 'earli': 1, 'vote': 1, 'which': 1, 'i': 1, 'think': 1, 'is': 1, 'the': 1, 'most': 1, 'weve': 1, 'ever': 1, 'had': 1}"
reliable,"{'member': 2, 'of': 2, 'the': 2, 'public': 1, 'are': 1, 'be': 1, 'charg': 1, '<cur><number>': 1, 'to': 1, 'hear': 1, 'gov': 1, 'scott': 1, 'walker': 1, 'and': 2, 'a': 1, 'dozen': 1, 'hi': 1, 'administr': 1, 'talk': 1, 'about': 1, 'job': 1, 'economi': 1, 'at': 1, 'lambeau': 1, 'field': 1}"
reliable,"{'between': 1, '<number>': 3, 'and': 2, 'the': 1, 'illeg': 1, 'immigr': 1, 'popul': 1, 'of': 1, 'texa': 1, 'increas': 2, 'by': 1, 'percent': 1, 'while': 1, 'california': 1, 'florida': 1, 'had': 1, 'no': 1}"
reliable,"{'sen': 1, 'obama': 1, 'made': 1, 'the': 1, 'veri': 1, 'argument': 1, 'he': 1, 'is': 1, 'now': 1, 'critic': 1, 'back': 1, 'in': 1, 'novemb': 1, '<number>': 1}"
fake,"{'weve': 1, 'got': 1, 'close': 1, 'to': 2, '<number>': 1, 'million': 1, 'american': 1, 'who': 1, 'have': 1, 'access': 1, 'health': 1, 'care': 1, 'for': 1, 'the': 1, 'first': 1, 'time': 1, 'becaus': 1, 'of': 1, 'medicaid': 1, 'expans': 1}"
reliable,"{'say': 1, 'half': 1, 'the': 1, 'american': 1, 'dont': 1, 'pay': 1, 'ani': 1, 'incom': 1, 'tax': 1}"
reliable,"{'in': 1, 'africa': 1, 'a': 1, 'child': 1, 'die': 1, 'everi': 1, 'minut': 1, 'becaus': 1, 'of': 1, 'malaria': 1}"
fake,"{'hate': 1, 'speech': 1, 'is': 1, 'exclud': 1, 'from': 1, 'protect': 1, 'under': 1, 'the': 1, 'first': 1, 'amend': 1}"
fake,"{'the': 2, 'top': 1, '<number>': 2, 'percent': 2, 'of': 2, 'incomeearn': 1, 'pay': 1, 'about': 1, 'all': 1, 'tax': 1, 'into': 1, 'feder': 1, 'govern': 1}"
reliable,"{'say': 1, 'that': 1, 'under': 1, 'mitt': 1, 'romney': 1, '<number>': 1, 'million': 1, 'american': 1, 'could': 1, 'be': 1, 'deni': 1, 'coverag': 1, 'if': 1, 'they': 1, 'have': 1, 'a': 1, 'preexist': 1, 'condit': 1}"
fake,"{'obama': 1, 'spent': 1, '<cur><number>': 1, 'billion': 1, 'to': 2, 'bring': 1, 'electr': 1, 'africa': 1, 'fail': 1, 'miser': 1}"
fake,"{'more': 1, 'peopl': 1, 'were': 1, 'kill': 2, 'in': 2, 'the': 2, 'unit': 1, 'state': 1, 'last': 1, 'year': 1, 'by': 1, 'taint': 1, 'food': 1, 'than': 1, 'us': 1, 'troop': 1, 'iraq': 1, 'and': 1, 'afghanistan': 1, 'sinc': 1, 'war': 1, 'began': 1}"
fake,"{'you': 1, 'must': 1, 'list': 1, 'all': 1, 'your': 2, 'gun': 1, 'on': 1, '<number>': 1, 'tax': 1, 'return': 1}"
fake,"{'the': 1, 'rev': 1, 'rick': 1, 'warren': 1, 'ha': 1, 'call': 1, 'christian': 1, 'who': 1, 'advanc': 1, 'a': 1, 'social': 1, 'gospel': 1, 'marxist': 1}"
reliable,"{'women': 1, 'in': 1, 'florida': 1, 'make': 2, '<number>': 1, 'cent': 1, 'for': 1, 'everi': 1, 'dollar': 1, 'a': 1, 'man': 1}"
reliable,"{'the': 2, 'common': 1, 'core': 1, 'wa': 2, 'not': 1, 'put': 2, 'togeth': 2, 'by': 3, 'depart': 1, 'of': 1, 'educ': 1, 'in': 1, 'washington': 1, 'it': 1, 'governor': 1, 'and': 1, 'state': 1}"
reliable,"{'say': 1, 'jeb': 1, 'bush': 1, 'doesnt': 1, 'believ': 1, 'in': 1, 'a': 1, 'path': 1, 'to': 1, 'citizenship': 1, 'if': 1, 'he': 2, 'did': 1, 'at': 1, 'one': 1, 'time': 1, 'no': 1, 'longer': 1, 'doe': 1}"
reliable,"{'the': 4, 'medicar': 1, 'drug': 1, 'program': 2, 'result': 1, 'in': 2, 'come': 1, '<number>': 1, 'percent': 1, 'under': 1, 'budget': 1, 'and': 1, 'reason': 1, 'it': 1, 'wa': 2, 'is': 1, 'becaus': 1, 'design': 1, 'right': 1}"
reliable,"{'say': 1, 'more': 1, 'than': 1, '<number>': 1, 'peopl': 1, 'have': 1, 'support': 1, 'her': 1, 'campaign': 1, 'as': 1, 'volunt': 1, 'donor': 1, 'and': 2, 'advisor': 1, 'endors': 1}"
reliable,"{'re': 1, 'marco': 1, 'rubio': 1, 'support': 1, 'of': 1, 'earmark': 2, 'ban': 1, 'in': 1, '<number>': 2, 'alon': 1, 'he': 1, 'request': 1, 'worth': 1, '<cur><number>': 1, 'million': 1}"
reliable,"{'rick': 1, 'santorum': 1, 'reform': 1, 'welfar': 1}"
reliable,"{'the': 2, 'seminol': 1, 'gambl': 1, 'compact': 1, 'offer': 1, '<cur><number>': 1, 'billion': 1, 'in': 2, 'guarante': 1, 'revenu': 1, 'largest': 1, 'share': 1, 'for': 1, 'ani': 1, 'state': 1, 'histori': 1}"
fake,"{'there': 1, 'is': 1, 'a': 3, 'provis': 1, 'in': 2, 'the': 1, 'econom': 1, 'stimulu': 1, 'plan': 1, 'that': 3, 'mean': 1, 'student': 1, 'cannot': 1, 'meet': 1, 'togeth': 1, 'their': 1, 'dorm': 2, 'if': 1, 'ha': 1, 'been': 1, 'repair': 1, 'with': 1, 'thi': 1, 'feder': 1, 'money': 1, 'and': 1, 'have': 1, 'prayer': 1, 'group': 1, 'or': 1, 'bibl': 1, 'studi': 1}"
reliable,"{'presid': 1, 'obama': 1, 'said': 1, '<number>': 1, 'time': 1, 'he': 1, 'could': 1, 'not': 1, 'author': 1, 'immigr': 1, 'reform': 1, 'by': 1, 'execut': 1, 'order': 1}"
reliable,"{'right': 1, 'now': 1, 'everi': 1, 'singl': 1, 'one': 1, 'of': 3, 'the': 2, 'oil': 1, 'compani': 1, 'here': 1, 'today': 1, 'and': 1, 'dozen': 1, 'other': 1, 'are': 1, 'drill': 1, 'for': 1, 'free': 1, 'in': 2, 'gulf': 1, 'mexico': 1, 'on': 1, 'leas': 1, 'that': 1, 'will': 1, 'cost': 1, 'american': 1, 'taxpay': 1, 'more': 1, 'than': 1, '<cur><number>': 1, 'billion': 1, 'lost': 1, 'royalti': 1}"
reliable,"{'busi': 2, 'format': 1, 'is': 1, 'still': 1, 'on': 1, 'the': 1, 'rise': 1, 'in': 2, 'ohio': 1, 'so': 1, 'far': 1, '<number>': 2, 'weve': 1, 'assist': 1, 'w': 1, 'new': 1, 'file': 1}"
reliable,"{'the': 3, 'obama': 1, 'administr': 1, 'notifi': 1, 'poland': 1, 'and': 1, 'czech': 1, 'republ': 1, 'about': 1, 'cancel': 1, 'of': 1, 'major': 1, 'missiledefens': 1, 'facil': 1, 'at': 1, 'last': 1, 'minut': 1, 'in': 1, 'midnight': 1, 'phone': 1, 'call': 1}"
reliable,"{'in': 1, '<number>': 1, 'mandel': 1, 'wa': 1, 'reelect': 1, 'to': 2, 'a': 3, 'second': 1, 'term': 1, 'repres': 1, 'district': 1, 'with': 1, '<number><number>': 1, 'democrat': 1, 'republican': 1, 'voter': 1, 'ratio': 1}"
reliable,"{'obama': 1, 'hasnt': 1, 'been': 1, 'to': 1, 'iraq': 1, 'in': 1, 'year': 1}"
fake,"{'an': 2, 'audit': 1, 'of': 1, 'the': 1, 'last': 1, 'censu': 1, 'found': 1, 'that': 1, 'over': 1, '<number>': 1, 'peopl': 1, 'live': 1, 'in': 2, 'texa': 1, 'were': 1, 'not': 1, 'count': 1, 'and': 1, 'our': 1, 'state': 1, 'lost': 1, 'estim': 1, '<cur><number>': 1, 'billion': 1, 'feder': 1, 'fund': 1, 'as': 1, 'a': 1, 'result': 1}"
reliable,"{'say': 1, 'presid': 1, 'barack': 1, 'obamasown': 1, 'administr': 1, 'ha': 1, 'done': 1, 'five': 1, 'environment': 1, 'impact': 2, 'assess': 1, 'of': 2, 'the': 2, 'keyston': 1, 'xl': 1, 'pipelin': 1, 'all': 1, 'which': 1, 'have': 2, 'said': 1, 'it': 1, 'would': 1, 'a': 1, 'minimum': 1, 'on': 1, 'environ': 1}"
reliable,"{'everi': 1, 'time': 1, 'we': 1, 'put': 1, 'a': 2, 'ballot': 1, 'issu': 1, 'on': 1, 'it': 1, 'cost': 1, 'million': 1, 'dollar': 1}"
fake,"{'it': 1, 'a': 1, 'plan': 1, 'that': 1, 'incorpor': 1, 'idea': 1, 'from': 1, 'mani': 1, 'of': 1, 'the': 1, 'peopl': 1, 'in': 1, 'thi': 1, 'room': 1, 'tonight': 1, 'democrat': 1, 'and': 1, 'republican': 1}"
fake,"{'say': 1, 'citi': 1, 'leadership': 1, 'is': 1, 'threaten': 1, 'to': 2, 'lay': 1, 'off': 1, 'polic': 1, 'and': 1, 'emerg': 1, 'servic': 1, 'personnel': 1, 'balanc': 1, 'the': 1, 'budget': 1}"
reliable,"{'cut': 1, 'in': 2, 'local': 2, 'govern': 1, 'and': 1, 'school': 2, 'fund': 1, 'john': 1, 'kasich': 1, 'budget': 1, 'caus': 1, 'mani': 1, 'commun': 1, 'to': 1, 'seek': 1, 'levi': 1, 'tax': 1, 'increas': 1, 'layoff': 1}"
reliable,"{'one': 1, 'out': 1, 'of': 1, 'everi': 1, 'three': 1, 'automobil': 1, 'fatal': 1, 'can': 1, 'be': 1, 'attribut': 1, 'to': 1, 'alcohol': 1}"
fake,"{'the': 1, 'clear': 1, 'major': 1, 'of': 1, 'republican': 1, 'voter': 1, 'think': 1, 'that': 1, 'ani': 1, 'deficit': 1, 'reduct': 1, 'packag': 1, 'should': 2, 'have': 1, 'a': 1, 'balanc': 1, 'approach': 1, 'and': 1, 'includ': 1, 'some': 1, 'revenu': 1}"
